# METIS IMG dichroic (ZnSe), ~40 K (TBC)
# Created: Kieran Leschinski, from data from Roy van Boekel
# Date: 2018.04.26
# Note: in the original file METIS_IMG_dichroic.csv, the trans + emiss != 1
#   This is because of surface losses due to reflection. This should be accounted
#   for when including the emission from this element
#
# wavelength      transmission
#   [micron]   [dimensionless]
  16.8876393         0.8770360
  17.0001967         0.8756976
  17.1135043         0.8743244
  17.2275671         0.8728416
  17.3423901         0.8713913
  17.4579785         0.8700043
  17.5743372         0.8688310
  17.6914715         0.8678682
  17.8093865         0.8671625
  17.9280874         0.8667719
  18.0475795         0.8667476
  18.1678680         0.8670715
  18.2889582         0.8678227
  18.4108555         0.8689194
  18.5335652         0.8703699
  18.6570929         0.8721564
  18.7814438         0.8741845
  18.9066236         0.8765258
  19.0326376         0.8789528
  19.1594916         0.8814898
  19.2871911         0.8839566
  19.4157417         0.8862676
  19.5451491         0.8883772
  19.6754190         0.8901050
  19.8065571         0.8913393
  19.9385693         0.8919386
  20.0714614         0.8887842
  20.2052392         0.8888052
  20.3399087         0.8880619
  20.4754757         0.8849886
  20.6119463         0.8801058
  20.7493265         0.8756709
  20.8876223         0.8694560
  21.0268399         0.8592697
  21.1669854         0.8469421
  21.3080649         0.8394758
  21.4500848         0.8290925
  21.5930513         0.8151157
  21.7369706         0.7970241
  21.8818491         0.7791966
  22.0276933         0.7666861
  22.1745096         0.7510314
  22.3223044         0.7325904
  22.4710842         0.7164627
  22.6208557         0.7020856
  22.7716254         0.6882523
  22.9234000         0.6729280
  23.0761862         0.6616955
  23.2299908         0.6491109
  23.3848204         0.6336090
  23.5406820         0.6148775
  23.6975824         0.5963804
  23.8555286         0.5801135
  24.0145275         0.5727915
  24.1745862         0.5652502
  24.3357116         0.5541787
  24.4979110         0.5434400
  24.6611914         0.5310883
  24.8255601         0.5178018
  24.9910244         0.5011142
  25.1575915         0.4859749
  25.3252687         0.4836801
  25.4940635         0.4849119
  25.6639834         0.4818724
  25.8350358         0.4732475
  26.0072283         0.4636482
  26.1805684         0.4617806
  26.3550639         0.4577772
  26.5307224         0.4457651
  26.7075517         0.4365453
  26.8855595         0.4370144
  27.0647538         0.4348344
  27.2451425         0.4321840
  27.4267334         0.4290188
  27.6095347         0.4235947
  27.7935543         0.4129996
  27.9788005         0.4000568
  28.1652813         0.3917971
  28.3530050         0.3826618
  28.5419800         0.3762642
  28.7322144         0.3777510
  28.9237168         0.3781122
  29.1164956         0.3678659
  29.3105592         0.3471174
  29.5059163         0.3262734
  29.7025755         0.3092940
  29.9005454         0.2937602
