#Wavelength	Flux
#um	ph/s/m2
0.40	39156362873.1
0.40	38795993998.1
0.40	38581282694.7
0.40	38585140739.1
0.40	38406802951.6
0.40	37864004261.8
0.40	37466883927.4
0.40	37507080250.9
0.40	37365011588.2
0.40	36967719326.7
0.40	36038016959.4
0.40	34236622435.1
0.40	33142353971.9
0.40	33656275450.1
0.40	34396447718.6
0.40	34972608649.7
0.40	35355534050.1
0.40	35216768094.1
0.40	34873639252.6
0.40	34282270230.2
0.40	33522903522.5
0.40	33387552110.5
0.40	33624521881.3
0.40	33547562296.6
0.40	33255168092.3
0.40	32918903397.3
0.40	32597172718.6
0.40	32297293751.8
0.40	31979088102.4
0.40	31598714441.7
0.40	31141548956.4
0.40	30750058003.1
0.40	30384066716.3
0.40	29740260488.8
0.40	29132872610.2
0.40	28499774282.0
0.40	26674828008.3
0.40	25226084926.2
0.40	26288941835.5
0.40	27406861640.7
0.40	27354742435.0
0.40	27057572199.7
0.40	26763998672.1
0.40	26356959218.5
0.40	25770574039.3
0.40	25227973806.0
0.40	24871897459.7
0.40	24398633363.7
0.40	23939917781.9
0.40	23751974201.1
0.40	23483453501.1
0.40	22925661606.9
0.40	22290862482.2
0.40	21963524767.8
0.40	21789940727.3
0.40	21451504445.0
0.40	20995784384.0
0.40	20528988553.6
0.40	20058431450.2
0.40	19474195440.7
0.40	18900835184.9
0.40	18484943063.6
0.40	18035986948.7
0.40	17638253285.6
0.40	17346748595.4
0.40	16948866668.9
0.40	16422577204.2
0.40	15918179988.1
0.40	15476026687.9
0.40	14923759538.7
0.40	13934878385.8
0.40	12058049079.4
0.40	10632103482.2
0.40	11238574093.7
0.40	12091023700.0
0.40	11897728591.8
0.40	11256626479.1
0.40	10597043640.2
0.40	9720741533.0
0.40	8568910951.8
0.40	7919875593.9
0.40	8445775367.5
0.40	9643836229.1
0.40	10691551606.0
0.40	11438275961.2
0.40	12034534749.5
0.40	12575801664.1
0.40	13106157676.5
0.40	13636615834.2
0.40	14148808152.7
0.40	14639049331.6
0.40	15125712005.3
0.40	15601444604.2
0.40	16066241893.9
0.40	16534806329.3
0.40	17003468296.0
0.40	17442799790.0
0.40	17816016121.4
0.40	18189315906.3
0.40	18551641010.0
0.40	18700660736.3
0.40	19033679551.6
0.40	19734743125.6
0.40	20310822792.2
0.40	20725068562.6
0.40	21150450067.6
0.40	21715796135.2
0.40	22295984087.4
0.40	22751103142.1
0.40	23147394372.7
0.40	23554807607.5
0.40	23903375720.3
0.40	24005222137.2
0.40	24110765592.3
0.40	24754233202.2
0.40	25556259858.8
0.40	26071029426.5
0.40	26276328846.8
0.40	26190498111.2
0.40	26476943010.4
0.40	27305351770.1
0.40	27971699617.8
0.40	28402206819.2
0.40	28788557974.6
0.40	29171282646.5
0.40	29495083736.3
0.40	29427953274.5
0.40	28940256989.3
0.40	29264128020.9
0.40	30477289037.2
0.40	31310612940.7
0.40	31727080121.1
0.40	32062430967.9
0.40	32386765538.2
0.40	32711176243.2
0.40	33017185401.8
0.40	33249416965.5
0.40	33186270957.7
0.40	32750111136.7
0.40	32542858921.6
0.40	33107575414.3
0.40	33942073958.0
0.40	34060001345.5
0.40	33934087973.6
0.40	34650663089.0
0.40	35507825727.7
0.40	36021430412.9
0.40	36394676337.5
0.40	36309587120.9
0.40	35433304958.7
0.40	34978353424.1
0.40	35969186450.6
0.40	37167315116.4
0.40	37725825682.4
0.40	37951537967.8
0.40	38140303049.6
0.40	38181107788.9
0.40	38258929755.6
0.40	38669812434.8
0.40	38969748382.5
0.40	38714550773.3
0.40	38533345005.6
0.40	39018458410.3
0.40	39503653959.4
0.40	39692739570.0
0.40	40029990058.1
0.40	40330257175.2
0.40	40260220930.1
0.40	40079037564.0
0.40	40416451838.8
0.40	40976227295.5
0.40	41276752433.0
0.40	41429098024.0
0.40	41618545121.2
0.40	41770967142.9
0.40	41923407239.6
0.40	41927602074.8
0.40	41449826701.2
0.40	40564085430.0
0.40	40345643977.7
0.40	41165568061.2
0.40	41911483416.5
0.40	42175328291.1
0.40	42476326643.5
0.40	42554779243.3
0.40	41742724465.5
0.40	41301604979.7
0.40	42159313046.9
0.40	42980070954.9
0.40	43244206755.1
0.40	43434150648.0
0.40	43475623788.9
0.40	43145793971.1
0.40	43001573888.7
0.40	43414388283.4
0.40	43901573086.7
0.40	44165979284.0
0.40	44207550767.5
0.40	44137665798.6
0.40	43807666900.1
0.40	43328961123.3
0.40	43481955176.7
0.40	44155313852.7
0.40	44605799874.7
0.40	44684607470.3
0.40	44577537229.6
0.40	44284530960.9
0.40	44214595321.0
0.40	44479345878.7
0.40	44372208708.3
0.40	44190657673.4
0.40	44232281460.7
0.40	44385528777.1
0.40	44613217675.2
0.40	44580463317.8
0.40	43989468260.0
0.40	42877270786.7
0.40	41913745107.9
0.40	42960299367.0
0.40	44118761674.7
0.40	43564650425.9
0.40	43792436885.4
0.40	44988567961.1
0.40	45365517068.4
0.40	44699563128.2
0.40	44145234143.6
0.40	44671249711.4
0.40	45532712281.0
0.40	45872648390.4
0.40	45951782660.0
0.40	45807281830.2
0.40	45476380692.9
0.40	45443652846.1
0.40	45709177389.9
0.40	46049339453.1
0.40	46240383237.9
0.40	46245012534.0
0.40	46063146872.8
0.40	45657431099.0
0.40	44990504870.9
0.40	43502620158.3
0.40	42611465494.4
0.40	41981341882.0
0.40	41089847502.6
0.40	42922847768.7
0.40	44793536069.9
0.40	44350031565.3
0.40	44130451933.4
0.40	45217709851.4
0.40	45670339122.2
0.40	45301443433.3
0.40	45081870139.9
0.40	45758754761.0
0.40	46174265258.9
0.40	45543737917.0
0.40	43866851216.4
0.40	41629099721.0
0.40	41894874252.3
0.40	43767880826.2
0.40	44744148820.3
0.40	45757994160.1
0.40	45986899184.4
0.40	45767142045.4
0.40	46070882747.7
0.40	46524277454.6
0.40	46641136729.4
0.40	46271731768.5
0.40	46201545330.2
0.40	46505470068.7
0.40	46584958819.0
0.40	46439943445.5
0.40	46482003499.6
0.40	46786078604.9
0.40	47052794364.6
0.40	47169809965.1
0.40	47062205981.1
0.40	46879690938.9
0.40	46509902504.7
0.40	45578276766.4
0.40	45283187083.0
0.40	46186723371.3
0.40	46903134097.2
0.40	47132630591.1
0.40	47212281757.5
0.40	47104577961.9
0.40	46996850777.4
0.40	46926593543.8
0.40	46893799206.5
0.40	47085933425.5
0.40	47128131552.8
0.40	46420421089.2
0.40	43537559294.0
0.40	39904049006.0
0.40	41033254576.4
0.40	44938538176.8
0.40	46968853904.3
0.40	47423769235.2
0.40	47390983257.6
0.40	47208089735.5
0.40	47100222352.9
0.40	47142472628.3
0.40	46771812543.4
0.40	45424992213.3
0.40	44716179738.7
0.40	45809576247.2
0.40	46828081821.7
0.40	46382087623.6
0.40	44846752622.1
0.40	44813673813.1
0.40	46283291010.9
0.40	47114501439.3
0.40	47156785203.4
0.40	47048763132.0
0.40	47241376382.2
0.40	47208514753.0
0.40	46499020402.2
0.40	45864583392.8
0.40	46057155685.7
0.40	46588177438.3
0.40	46780866985.5
0.40	46522290241.2
0.40	46376486949.4
0.40	46757287067.5
0.40	47326261127.0
0.40	47594368728.4
0.40	47561495342.8
0.40	47378094281.2
0.40	47269923430.2
0.40	47425211423.5
0.40	47655806977.9
0.40	47660576267.6
0.40	47590039252.4
0.40	47519488626.9
0.40	47599558817.8
0.40	47679647563.2
0.40	47684413917.4
0.40	47689183384.9
0.40	47543262350.7
0.40	46568411154.3
0.40	45216573561.1
0.40	45522573060.9
0.40	46582389952.1
0.40	46813198153.1
0.40	46591707974.0
0.40	46634069208.4
0.40	46902649000.9
0.40	46417150942.1
0.40	46006985607.6
0.40	46426443250.4
0.40	46544240322.1
0.40	46360280490.4
0.40	45534947102.4
0.40	42822979753.8
0.40	41619801145.2
0.40	43246654571.4
0.40	43779347279.1
0.40	44198917170.7
0.40	45637777882.6
0.40	46284129669.1
0.40	46175489836.3
0.40	45802512458.3
0.40	45542738838.0
0.40	45736134391.3
0.40	46269500602.9
0.40	46765206541.7
0.40	46883213671.9
0.40	46963470211.5
0.40	47005948607.8
0.40	46821698849.5
0.40	46750797982.7
0.40	45583750238.7
0.40	42261803843.2
0.40	41131880814.4
0.40	44311926236.8
0.40	47001055933.6
0.40	47610811067.7
0.40	47464296463.9
0.40	47052984242.4
0.40	46792894530.5
0.40	47024566036.1
0.40	46991422675.7
0.40	45974477593.9
0.40	44389663768.5
0.40	43334406486.6
0.40	43792947148.9
0.40	45084361628.5
0.40	45694604936.6
0.40	46077792755.6
0.40	46612516502.8
0.40	46730785066.1
0.40	46886951327.4
0.40	47194653435.8
0.40	46896327331.2
0.40	45347759086.3
0.40	42965325879.8
0.40	43121188297.8
0.40	45702419951.6
0.40	47374574852.1
0.40	47644641843.1
0.40	47346151724.3
0.40	46782217323.1
0.40	45990686584.9
0.40	45691930086.5
0.40	46492875009.9
0.40	47218120074.2
0.40	47033198878.2
0.40	46393026523.4
0.40	45600972250.8
0.40	45567602423.1
0.40	46672552643.1
0.40	47474148851.5
0.40	47478898912.0
0.40	47293868159.9
0.40	47298597045.6
0.40	47493153692.7
0.40	47649768598.9
0.40	47692516648.2
0.40	47507391326.1
0.40	46372762765.2
0.40	44668163317.0
0.40	44748611118.6
0.40	46196732897.3
0.40	47113221630.9
0.40	47421915576.2
0.40	47464666851.5
0.40	47431394560.6
0.40	47474155228.5
0.40	47402874133.2
0.40	47255551540.3
0.40	47184225778.5
0.40	47226968374.3
0.40	47079581343.9
0.40	46703968385.1
0.40	46746671973.2
0.40	46941549817.0
0.40	46375571241.9
0.40	45733410951.2
0.40	46004336302.4
0.40	46541722354.7
0.40	46965030298.3
0.40	47350349855.3
0.40	47507351313.6
0.40	47474038887.7
0.40	47402633922.7
0.40	47216977525.0
0.40	47069370337.0
0.40	47188341170.4
0.40	47154970623.7
0.40	46169258598.6
0.40	45221440424.8
0.40	45797475405.6
0.40	46145006502.3
0.40	45882858853.0
0.40	46497247496.9
0.40	47187989667.9
0.40	47154590009.1
0.40	45748715150.2
0.40	41940514399.6
0.40	39428033417.7
0.40	42444670704.2
0.40	46148416038.5
0.40	47297313699.8
0.40	47263904007.1
0.40	47077874701.4
0.40	47044437652.7
0.40	47049133560.2
0.40	47130161976.1
0.40	47096714575.0
0.40	47025082786.0
0.40	47144299735.6
0.40	46881778494.1
0.40	45359214585.5
0.40	43034469574.8
0.40	42122245753.6
0.41	43501397513.7
0.41	45491951293.9
0.41	46757113295.7
0.41	47182038157.7
0.41	47263166292.4
0.41	47153257067.7
0.41	47043328829.5
0.41	47124473803.4
0.41	47205632600.5
0.41	46828078344.1
0.41	46182838855.3
0.41	46072749825.2
0.41	46383270243.3
0.41	45355367383.7
0.41	43524086465.8
0.41	44216937131.9
0.41	46095792191.0
0.41	46674275210.5
0.41	46678940860.1
0.41	46913197431.4
0.41	46994429256.1
0.41	46501578793.1
0.41	45357925228.0
0.41	43486708655.1
0.41	42189396227.5
0.41	43227396877.7
0.41	45376071694.5
0.41	46184822418.8
0.41	45385145927.1
0.41	44508707303.6
0.41	44168387433.6
0.41	44479299302.2
0.41	45479937587.8
0.41	46289179351.0
0.41	46255489368.4
0.41	45800201918.4
0.41	45919772219.4
0.41	46499373876.7
0.41	46810732963.3
0.41	46738736512.8
0.41	45938138748.5
0.41	44447105143.1
0.41	44221432155.4
0.41	45568350864.4
0.41	46263408621.9
0.41	46076210155.2
0.41	46157558731.6
0.41	46277286966.5
0.41	46090037425.3
0.41	46248157815.5
0.41	46598237407.5
0.41	46641293946.5
0.41	46338825667.6
0.41	46266668581.5
0.41	46501685236.5
0.41	46698349724.4
0.41	46703029940.0
0.41	46592465825.0
0.41	46558709554.0
0.41	46640208125.6
0.41	46606446692.7
0.41	46149989672.8
0.41	44886417338.2
0.41	44275954609.5
0.41	45126013931.6
0.41	45092089841.9
0.41	44404583416.7
0.41	44985761741.4
0.41	45759320263.7
0.41	45571613170.2
0.41	43768512021.1
0.41	40464914019.7
0.41	39814999366.4
0.41	43319976409.2
0.41	45517452911.6
0.41	45445041806.6
0.41	45449594190.8
0.41	45839018205.5
0.41	45766607423.6
0.41	45463234562.7
0.41	45429273793.1
0.41	45664835818.6
0.41	45938954343.8
0.41	46059078854.9
0.41	46063684569.2
0.41	45914211084.7
0.41	45379487758.8
0.41	43534764327.8
0.41	39801692402.6
0.41	38919382268.5
0.41	42276077857.6
0.41	44785517694.8
0.41	44674359624.7
0.41	43560896552.1
0.41	43950777568.5
0.41	45150449321.9
0.41	45540575583.6
0.41	45468000149.9
0.41	45202562688.1
0.41	45091365574.8
0.41	45250184635.2
0.41	45177546414.6
0.41	44641889247.5
0.41	44453417402.4
0.41	44843776781.5
0.41	44886865558.4
0.41	43694755221.5
0.41	42039181190.2
0.41	42352246705.0
0.41	43669267759.0
0.41	43171629130.3
0.41	40240912216.2
0.41	39240748330.0
0.41	42257551053.0
0.41	44154666946.1
0.41	43579576473.0
0.41	43081626497.2
0.41	43820137928.9
0.41	44481503654.5
0.41	44640552047.7
0.41	44374436787.2
0.41	43683038966.9
0.41	43339452743.2
0.41	43730442712.7
0.41	44121504214.9
0.41	44048568885.3
0.41	43434140349.1
0.41	43167717797.3
0.41	43636262861.4
0.41	43640618173.2
0.41	43141979296.4
0.41	43107598001.5
0.41	43228003864.2
0.41	43232336538.7
0.41	42810871487.4
0.41	41305392098.4
0.41	39722185100.4
0.41	40229517125.2
0.41	41743747590.6
0.41	41554280963.9
0.41	38808532181.8
0.41	37011242236.9
0.41	39397378495.0
0.41	41958339633.0
0.41	42311261876.6
0.41	42431737602.0
0.41	42668501402.2
0.41	42440221453.0
0.41	41863037677.1
0.41	41595866568.5
0.41	41716329130.6
0.41	41642953305.5
0.41	41492006816.9
0.41	41534942020.6
0.41	41694235952.6
0.41	41853561536.6
0.41	41780152911.3
0.41	41629152236.2
0.41	41555713071.6
0.41	41482260232.0
0.41	41369980162.6
0.41	41141242059.0
0.41	40369028071.9
0.41	39053180890.3
0.41	38862963101.5
0.41	39837557202.7
0.41	40191026663.4
0.41	40117373541.4
0.41	40043701185.9
0.41	39736953644.4
0.41	39391307075.6
0.41	39395241416.2
0.41	39476897128.0
0.41	38975673677.7
0.41	38198428901.3
0.41	38058436805.0
0.41	38108890647.4
0.41	37638428368.0
0.41	37245631841.8
0.41	37459319711.8
0.41	37735277593.1
0.41	37280143840.1
0.41	36564330770.0
0.41	36630227429.7
0.41	37061805591.1
0.41	37034391982.7
0.41	36672341280.3
0.41	36247961038.4
0.41	35944137228.2
0.41	35694741327.2
0.41	35616565634.3
0.41	35678522588.6
0.41	35557505556.7
0.41	35272930150.4
0.41	34832534593.9
0.41	34333631931.5
0.41	34126740865.3
0.41	34114580311.6
0.41	34001114046.3
0.41	33805816870.8
0.41	33532552422.8
0.41	33189087330.9
0.41	32853355912.1
0.41	32525343689.6
0.41	32197264529.9
0.41	31912014908.9
0.41	31638393850.6
0.41	31372512422.2
0.41	31059786805.8
0.41	30719700302.3
0.41	30391244467.2
0.41	30043226608.3
0.41	29683427481.5
0.41	29354767910.9
0.41	29061164117.0
0.41	28747981429.6
0.41	28399618758.0
0.41	28051185479.8
0.41	27718297750.0
0.41	27369727912.8
0.41	27005464228.9
0.41	26629417336.1
0.41	26249393477.6
0.41	25873196498.3
0.41	25496919137.5
0.41	25112757772.2
0.41	24712899965.1
0.41	24316862633.5
0.41	23924647276.6
0.41	23465930755.5
0.41	22956312216.2
0.41	22571666373.2
0.41	22280748658.3
0.41	21911598575.9
0.41	21499362856.9
0.41	21067494580.3
0.41	20631630334.7
0.41	20223054019.0
0.41	19826125878.7
0.41	19413473767.7
0.41	18945974301.2
0.41	18423602795.9
0.41	17948080643.7
0.41	17578125731.8
0.41	17219831395.7
0.41	16802755708.7
0.41	16354282543.0
0.41	15897888690.4
0.41	15429660516.2
0.41	14953505392.6
0.41	14469422147.1
0.41	13973498088.4
0.41	13465718576.2
0.41	12934337568.8
0.41	12371507181.7
0.41	11722372545.1
0.41	10822337375.6
0.41	9498900554.0
0.41	8257502660.4
0.41	8164261396.1
0.41	9321439423.6
0.41	10682698844.9
0.41	11636485020.2
0.41	12304225881.7
0.41	12877985424.6
0.41	13412642514.0
0.41	13927795312.5
0.41	14423434109.0
0.41	14907408085.2
0.41	15367931688.5
0.41	15820706178.1
0.41	16297114118.2
0.41	16773615869.6
0.41	17222742786.9
0.41	17660180304.9
0.41	18105551781.9
0.41	18558872154.7
0.41	19004424058.9
0.41	19438285579.1
0.41	19860454328.4
0.41	20266996672.8
0.41	20665763452.3
0.41	21096033380.4
0.41	21534250684.8
0.41	21941119229.2
0.41	22234108306.5
0.41	22397465816.5
0.41	22765239273.8
0.41	23404313726.9
0.41	23941303497.7
0.41	24356521550.9
0.41	24752161451.8
0.41	25132144390.9
0.41	25476821372.3
0.41	25809754746.6
0.41	26197828063.6
0.41	26530905783.1
0.41	26616181081.9
0.41	26784103766.8
0.41	27377066156.9
0.41	28001617880.6
0.41	28346849827.9
0.41	28176481504.8
0.41	27281719376.3
0.41	27264759201.4
0.41	28775572721.7
0.41	29873194706.8
0.41	30065219269.8
0.41	30182446471.3
0.41	30709374025.6
0.41	31106393683.6
0.41	31243462046.9
0.41	31388437000.0
0.41	31103908374.9
0.41	30641970078.8
0.41	31354496587.6
0.41	32753053796.3
0.41	33529016299.6
0.41	33847786611.6
0.41	33953694106.4
0.41	33929478759.9
0.41	34204996224.6
0.41	34697508406.1
0.41	35052047439.9
0.41	35351435892.8
0.41	35631152488.5
0.41	35871456391.5
0.41	36072362598.2
0.41	36300922829.0
0.41	36584791489.9
0.41	36817399561.1
0.41	36975039696.4
0.41	37116922286.5
0.41	37322019963.3
0.41	37606131404.7
0.41	37862650818.7
0.41	38036275970.1
0.41	38170432994.0
0.41	38201912704.2
0.41	37415539155.8
0.41	35973084549.7
0.41	36253298818.8
0.41	37952399760.4
0.41	39011525735.5
0.41	39319798042.7
0.41	39398841622.7
0.41	39576741873.6
0.41	39620241590.5
0.41	39454161896.8
0.41	39667722932.5
0.41	40146321207.4
0.41	40427232985.4
0.41	40431270896.4
0.41	40356195186.4
0.41	40399795405.1
0.41	40443412633.0
0.41	40407874942.4
0.41	40728561488.9
0.41	40930564251.7
0.41	39944933438.0
0.41	38503795682.9
0.41	39133274459.5
0.41	40946939949.5
0.41	41743125434.4
0.41	41866117233.7
0.41	41909917079.8
0.41	41993342867.5
0.41	42195648307.8
0.41	42279111100.7
0.41	42283339481.3
0.41	42168671551.7
0.41	42212522077.6
0.41	42533875039.1
0.41	42657059468.1
0.41	42423434071.0
0.41	42269058052.1
0.41	42352606898.5
0.41	42237858985.2
0.41	42440401405.1
0.41	42960332277.3
0.41	43123312772.4
0.41	42889568260.4
0.41	42774826888.6
0.41	42540995256.0
0.41	41513371883.6
0.41	39409890671.3
0.41	36325505210.9
0.41	36583221019.3
0.41	40140355314.3
0.41	40938515436.5
0.41	40188098167.3
0.41	40668696924.6
0.41	41506875694.9
0.41	42861625329.9
0.41	43859101969.4
0.41	44181332590.1
0.41	44225480097.4
0.41	43792779705.6
0.41	41611277195.1
0.41	37437989922.3
0.41	35084481164.1
0.41	38073620912.2
0.41	42423104579.9
0.41	44097399079.7
0.41	43584836966.7
0.41	41083615127.5
0.41	39445010099.3
0.41	40694040300.4
0.41	42170081112.3
0.41	42850687653.6
0.41	43014128510.5
0.41	43854128506.1
0.41	44694293072.6
0.41	44897783709.2
0.41	44703234069.7
0.41	44628084408.6
0.41	44672359034.5
0.41	43999908441.6
0.41	42650325387.2
0.41	42694417191.8
0.41	44252096748.2
0.41	45093044782.7
0.41	45177236178.1
0.41	45022384975.2
0.41	44987041108.8
0.41	45190795602.6
0.41	45314876304.1
0.41	45159974451.6
0.41	44726001672.0
0.41	43853403986.3
0.41	43618567276.4
0.41	44460300312.8
0.41	45102808961.3
0.41	45386489210.5
0.41	45311255904.9
0.41	44637646036.2
0.41	44203273374.2
0.41	44686476954.3
0.41	45369288203.6
0.41	45653168723.7
0.41	45737560444.0
0.41	45742128693.8
0.41	45507191912.3
0.41	45352061011.9
0.41	45476367579.9
0.41	45520845883.0
0.41	45365663747.4
0.41	45450082109.5
0.41	45734216791.7
0.41	45898582732.1
0.41	45943121882.8
0.41	45947714360.4
0.41	45872388408.0
0.41	45717132994.7
0.41	45481908178.0
0.41	45326566075.9
0.41	45451023296.0
0.41	45655466568.6
0.41	45739991916.0
0.41	45304712418.1
0.41	43909576414.9
0.41	42474168571.6
0.41	41078464001.6
0.41	40402530579.2
0.41	42886979611.9
0.41	45411929135.7
0.41	46096720551.7
0.41	46101322874.3
0.41	45825778799.0
0.41	45630229539.6
0.41	45594762729.6
0.41	44718557110.4
0.41	43481836084.6
0.41	43926660059.1
0.41	45092401077.6
0.41	45577512235.6
0.41	45862461264.6
0.41	45987213153.8
0.41	45831566658.4
0.41	45475559018.1
0.41	45239673514.0
0.41	45123972978.4
0.41	45489189804.1
0.41	46054901114.8
0.41	46300025013.5
0.41	46344747784.0
0.41	46269193652.6
0.42	45832735124.9
0.42	44634233714.2
0.42	43756358171.6
0.42	44643160455.8
0.42	45851062321.3
0.42	46096366704.1
0.42	45539251894.4
0.42	45062291304.3
0.42	45147061869.6
0.42	44870637181.2
0.42	44072342702.5
0.42	44598618781.0
0.42	45847622246.4
0.42	46293859182.4
0.42	46218188311.0
0.42	46142488008.5
0.42	46147104252.3
0.42	46232053551.7
0.42	46357191119.6
0.42	46321644932.4
0.42	46205750379.5
0.42	46250542416.1
0.42	46255172772.4
0.42	45375604176.1
0.42	43973305920.6
0.42	44058101447.3
0.42	44263532374.0
0.42	43061747270.1
0.42	42623729855.3
0.42	43794230369.7
0.42	45487810377.9
0.42	46337042030.5
0.42	46462364475.9
0.42	46426772872.8
0.42	46350945648.4
0.42	46073908263.6
0.42	45716328625.1
0.42	44996443818.3
0.42	44075165134.4
0.42	44643157662.3
0.42	46016434332.9
0.42	46343137645.4
0.42	45622962048.3
0.42	44983186415.9
0.42	45470983591.6
0.42	46039446725.1
0.42	45963485304.1
0.42	45323476721.2
0.42	44884798034.8
0.42	45614618685.2
0.42	46384869661.5
0.42	46631326828.9
0.42	46635992864.6
0.42	46600344551.4
0.42	46564681303.2
0.42	46408070039.9
0.42	46090121392.8
0.42	45852758684.3
0.42	45776684849.8
0.42	45458572440.0
0.42	45059722399.3
0.42	44862504324.2
0.42	45270468605.1
0.42	46001341220.3
0.42	46449849120.2
0.42	46373775425.8
0.42	46015141569.2
0.42	46060104639.2
0.42	46387695641.7
0.42	46190450077.5
0.42	44418337420.4
0.42	42201644412.8
0.42	43255957287.8
0.42	45603039780.0
0.42	46415535152.5
0.42	46500971126.7
0.42	46424819495.4
0.42	46348640918.6
0.42	46434101111.5
0.42	46438747886.4
0.42	46322125481.9
0.42	46084218978.3
0.42	45724965246.3
0.42	45850831585.6
0.42	46421533398.3
0.42	46668821039.3
0.42	46552155325.3
0.42	46030976275.7
0.42	45064708563.0
0.42	44907387129.6
0.42	45680640447.8
0.42	46130313986.2
0.42	46215877145.1
0.42	46180019774.0
0.42	46144165437.6
0.42	46270212796.7
0.42	46355812697.1
0.42	46441435629.8
0.42	46608050531.5
0.42	46572212361.2
0.42	46414863316.1
0.42	46297988003.6
0.42	46383641784.9
0.42	46266734958.8
0.42	45623085564.5
0.42	45019803574.2
0.42	45105366119.6
0.42	45758361347.8
0.42	46168272571.5
0.42	45402671398.0
0.42	42812508891.8
0.42	41113848313.5
0.42	42699420236.2
0.42	43879770051.3
0.42	43438018118.9
0.42	44334727268.1
0.42	45312761846.5
0.42	42923626016.8
0.42	38760909957.8
0.42	39694038201.9
0.42	43423496536.3
0.42	44361343716.3
0.42	44649910479.9
0.42	45547461917.3
0.42	46161005743.2
0.42	46287430421.6
0.42	46332663059.0
0.42	45971798497.2
0.42	44798552596.1
0.42	44478079072.7
0.42	45619983443.4
0.42	46315208511.6
0.42	45750996335.1
0.42	44902236341.4
0.42	45272478071.0
0.42	46130524418.0
0.42	45891245796.1
0.42	43700646606.9
0.42	41509597397.7
0.42	42570904062.1
0.42	45096332745.3
0.42	45995535827.1
0.42	45471404553.1
0.42	43320110341.7
0.42	40924307499.5
0.42	41864143029.6
0.42	42926221325.4
0.42	43052595704.6
0.42	44806846847.4
0.42	46235847716.0
0.42	46606811037.5
0.42	46652180954.1
0.42	46656854385.5
0.42	46539371315.0
0.42	46299697854.8
0.42	46141423489.7
0.42	45616559285.8
0.42	43828864788.9
0.42	42570393588.7
0.42	44122823732.5
0.42	45553330802.9
0.42	45598626814.1
0.42	45643940020.7
0.42	45974568101.0
0.42	46101450041.7
0.42	45902230404.3
0.42	45906820494.7
0.42	46278374736.5
0.42	46323775853.1
0.42	45227301869.4
0.42	43885878985.4
0.42	44257377513.0
0.42	44669754372.4
0.42	44511025225.7
0.42	45453929599.7
0.42	46437835276.7
0.42	46687341086.4
0.42	46692007175.1
0.42	46655858311.5
0.42	46578879744.7
0.42	46501885699.9
0.42	46016568702.7
0.42	44632770559.2
0.42	43085340692.4
0.42	43824829940.9
0.42	44809545720.9
0.42	42812311064.5
0.42	41223229122.7
0.42	43556341155.1
0.42	46012530388.5
0.42	46630140711.9
0.42	46593942460.7
0.42	46353337066.8
0.42	46112702402.6
0.42	45790234048.1
0.42	45672146068.7
0.42	46003856093.7
0.42	46090247553.2
0.42	45644952841.5
0.42	45526801161.0
0.42	45735900203.7
0.42	45904127618.0
0.42	46031467196.2
0.42	45135814213.3
0.42	43667023460.3
0.42	43876032320.6
0.42	44944684138.4
0.42	45276679580.7
0.42	45731561826.4
0.42	46391259426.1
0.42	46600652018.7
0.42	46605318828.9
0.42	46487100059.7
0.42	46245974229.9
0.42	45922867889.9
0.42	45845524950.1
0.42	45932060634.0
0.42	46059583330.9
0.42	46269106508.2
0.42	46478660108.3
0.42	46524300766.1
0.42	46078007176.5
0.42	44647660131.9
0.42	43709060601.6
0.42	44615585806.8
0.42	45686331376.7
0.42	45567861739.4
0.42	45121211449.9
0.42	45494924549.9
0.42	46032834158.3
0.42	46242600025.8
0.42	46411369375.5
0.42	46498081871.3
0.42	46461689825.4
0.42	46343189928.9
0.42	45362581327.8
0.42	42534232090.3
0.42	40612761495.2
0.42	41967839442.6
0.42	43163024847.4
0.42	42181604007.5
0.42	41733973804.1
0.42	43833271144.2
0.42	45604308487.6
0.42	46143015376.1
0.42	45942183077.6
0.42	45576889860.2
0.42	45252638927.8
0.42	45051636666.4
0.42	44973925362.0
0.42	45430670067.7
0.42	46134215756.7
0.42	46221078416.4
0.42	45156421381.4
0.42	42693127689.7
0.42	41792443504.4
0.42	43730122115.6
0.42	45215632288.8
0.42	45672768324.5
0.42	46006541958.2
0.42	46299223790.5
0.42	46221531915.2
0.42	45567546035.9
0.42	44213586444.6
0.42	43641610051.0
0.42	44922413318.7
0.42	46038755403.6
0.42	46084543952.2
0.42	45636084648.5
0.42	44981576715.2
0.42	44450524201.2
0.42	44372569707.0
0.42	45118693354.5
0.42	46029786943.6
0.42	46240449613.0
0.42	45997780554.5
0.42	45961151685.9
0.42	45965750651.8
0.42	45186991555.4
0.42	43789580573.7
0.42	43752730349.6
0.42	45159316433.9
0.42	46194959108.8
0.42	46405838240.7
0.42	46369222390.0
0.42	46291340659.3
0.42	46089663135.1
0.42	45681614887.0
0.42	45521093094.1
0.42	45897120749.9
0.42	46066824554.3
0.42	45617313692.8
0.42	45250301724.1
0.42	44552881753.3
0.42	43483669758.0
0.42	44148804651.7
0.42	45722739938.5
0.42	46388234040.1
0.42	46434181913.0
0.42	46397512413.4
0.42	46236872842.0
0.42	45952227529.0
0.42	45915500859.1
0.42	46168079838.3
0.42	46379386254.5
0.42	46425357411.6
0.42	46347305543.0
0.42	46269253688.3
0.42	46025759913.5
