#Wavelength	Flux
#um	ph/s/m2
5.47	1107116909.7
5.47	1107227701.3
5.47	1107338590.4
5.47	1106753038.0
5.47	1106863995.3
5.47	1106278346.7
5.47	1106388957.3
5.47	1106499853.1
5.47	1106610290.3
5.47	1106024554.5
5.47	1106135080.1
5.47	1105549040.2
5.47	1105659407.0
5.47	1105770286.0
5.47	1105880713.5
5.47	1105294606.9
5.47	1105404868.5
5.47	1105515481.9
5.47	1104929109.8
5.47	1105039450.4
5.47	1105149881.5
5.47	1105260623.7
5.47	1104673656.5
5.47	1104783912.4
5.47	1104197083.2
5.47	1104307427.5
5.47	1104417849.1
5.47	1104528414.3
5.47	1103940756.6
5.47	1104051417.4
5.48	1103463804.0
5.48	1103574225.6
5.48	1103684543.9
5.48	1103795119.9
5.48	1103207166.2
5.48	1103317670.4
5.48	1103427904.0
5.48	1102839845.9
5.48	1102950081.3
5.48	1103059952.6
5.48	1102471723.4
5.48	1102582124.6
5.48	1102692435.7
5.48	1102103667.9
5.48	1102213980.8
5.48	1102324117.1
5.48	1102434670.9
5.48	1101845583.6
5.48	1101955885.5
5.48	1101366842.9
5.48	1101477073.1
5.48	1100887567.5
5.48	1100997980.0
5.48	1101107848.2
5.48	1101217813.7
5.48	1100628496.5
5.48	1100738276.7
5.48	1100848387.7
5.48	1100958502.4
5.48	1100368592.3
5.48	1100478729.1
5.48	1099888516.6
5.48	1099998561.7
5.48	1100108590.4
5.48	1100218782.7
5.48	1100328798.5
5.49	1099738285.8
5.49	1099848210.0
5.49	1099257855.9
5.49	1099367615.1
5.49	1099477545.0
5.49	1099587458.3
5.49	1098996512.1
5.49	1099106514.1
5.49	1098515265.9
5.49	1098625130.1
5.49	1098734864.1
5.49	1098844969.0
5.49	1098253476.0
5.49	1098363122.4
5.49	1097771621.2
5.49	1097881383.3
5.49	1097991448.7
5.49	1098101198.0
5.49	1097509338.7
5.49	1097618903.1
5.49	1097026855.8
5.49	1097136695.9
5.49	1097246519.5
5.49	1097355999.8
5.49	1096763528.4
5.49	1096873170.8
5.49	1096280691.4
5.49	1096390336.1
5.49	1096500077.9
5.49	1096609709.7
5.49	1096016892.9
5.49	1096126180.3
5.49	1095533155.6
5.49	1095642718.6
5.49	1095752285.3
5.49	1095159071.5
5.49	1095268726.9
5.50	1095378026.2
5.50	1095487655.7
5.50	1094893938.2
5.50	1095003676.5
5.50	1094409591.6
5.50	1094519238.9
5.50	1094628436.7
5.50	1094737977.7
5.50	1094143809.3
5.50	1093549688.0
5.50	1093658743.9
5.50	1093768309.7
5.50	1093877679.3
5.50	1093283241.6
5.50	1093392446.9
5.50	1092797622.1
5.50	1092907009.6
5.50	1093016127.7
5.50	1093125669.0
5.50	1092530434.8
5.50	1092639905.3
5.50	1092044464.0
5.50	1092153657.1
5.50	1092262880.7
5.50	1091667430.9
5.50	1091776377.1
5.50	1091885673.2
5.50	1091290055.5
5.50	1091399007.8
5.50	1090803089.9
5.50	1090912224.5
5.50	1091021183.1
5.50	1090425004.0
5.50	1090534051.5
5.50	1089937759.0
5.50	1090046462.9
5.51	1090155769.6
5.51	1089559142.9
5.51	1089668179.2
5.51	1089776873.1
5.51	1089179985.6
5.51	1089289207.8
5.51	1088691861.0
5.51	1088800992.6
5.51	1088909875.0
5.51	1088312407.2
5.51	1088421312.3
5.51	1088530087.8
5.51	1087932452.7
5.51	1088041157.7
5.51	1087443356.3
5.51	1087552223.7
5.51	1087661028.3
5.51	1087062946.6
5.51	1087171840.3
5.51	1086573459.3
5.51	1086682009.8
5.51	1086083536.0
5.51	1086192362.0
5.51	1086300805.9
5.51	1085702165.1
5.51	1085810791.3
5.51	1085211778.4
5.51	1085320680.2
5.51	1085428900.5
5.51	1084830133.2
5.51	1084938263.2
5.51	1084339197.1
5.51	1084447509.6
5.51	1083848098.1
5.51	1083956320.3
5.51	1083356816.3
5.52	1083464968.3
5.52	1082865145.7
5.52	1082973659.8
5.52	1082373398.9
5.52	1082481736.3
5.52	1082589824.7
5.52	1081989716.9
5.52	1082097808.2
5.52	1081497355.3
5.52	1081605443.1
5.52	1081004784.9
5.52	1081113128.4
5.52	1080511939.2
5.52	1080620053.0
5.52	1080019004.3
5.52	1080127207.7
5.52	1079525701.3
5.52	1079633814.7
5.52	1079032395.8
5.52	1079140259.6
5.52	1078538702.5
5.52	1078646336.5
5.52	1078044687.4
5.52	1078152411.2
5.52	1077550304.5
5.52	1077658191.3
5.52	1077055992.7
5.52	1077163809.5
5.52	1076561040.6
5.52	1076669040.3
5.52	1076066086.6
5.52	1076173949.5
5.52	1075571223.8
5.52	1075678631.4
5.52	1075075721.1
5.52	1075183244.7
5.52	1074580149.7
5.53	1074687397.9
5.53	1074794995.5
5.53	1074902576.9
5.53	1075009816.4
5.53	1075117458.5
5.53	1075224851.6
5.53	1074621224.4
5.53	1074728780.6
5.53	1074836247.6
5.53	1074943791.3
5.53	1075051086.2
5.53	1075158597.6
5.53	1074554585.3
5.53	1074662299.4
5.53	1074769725.0
5.53	1074876994.7
5.53	1074984500.8
5.53	1075091990.7
5.53	1075199829.5
5.53	1075307214.2
5.53	1075414608.9
5.53	1075522233.4
5.53	1075629596.0
5.53	1075737121.7
5.53	1075132410.5
5.53	1075239846.8
5.53	1075347538.8
5.53	1075454896.1
5.53	1075562575.7
5.53	1075670331.9
5.53	1075777548.1
5.53	1075885291.9
5.53	1075279705.2
5.53	1075387107.6
5.53	1075494838.6
5.53	1075602394.3
5.54	1075710020.1
5.54	1075817470.7
5.54	1075925156.9
5.54	1075319312.0
5.54	1075426842.6
5.54	1075534463.0
5.54	1075641795.8
5.54	1075749549.5
5.54	1075857121.5
5.54	1075250641.6
5.54	1075358236.9
5.54	1075465637.4
5.54	1075573200.4
5.54	1075680767.2
5.54	1075788390.7
5.54	1075896110.5
5.54	1075288916.3
5.54	1075396547.0
5.54	1075504340.1
5.54	1075611614.3
5.54	1075719216.4
5.54	1075827073.5
5.54	1075934504.5
5.54	1075327033.3
5.54	1075434533.8
5.54	1075542110.8
5.54	1075649599.0
5.54	1075041984.0
5.54	1075149495.5
5.54	1075257149.5
5.54	1074649007.5
5.54	1074756592.3
5.54	1074863982.6
5.54	1074971469.1
5.54	1075079098.1
5.54	1075186664.9
5.55	1074578134.3
5.55	1074685770.5
5.55	1074792981.2
5.55	1074900605.0
5.55	1075007941.9
5.55	1075115553.3
5.55	1075223128.7
5.55	1074613912.7
5.55	1074721511.6
5.55	1074112542.2
5.55	1074219893.8
5.55	1074327658.3
5.55	1074434905.0
5.55	1074542228.2
5.55	1073932950.4
5.55	1074040092.2
5.55	1074147851.6
5.55	1074255073.6
5.55	1074362372.0
5.55	1073752779.2
5.55	1073860259.2
5.55	1073249943.2
5.55	1073357354.3
5.55	1073464591.2
5.55	1073572220.7
5.55	1073679603.4
5.55	1073786719.5
5.55	1073176201.1
5.55	1073283841.8
5.55	1073391103.5
5.55	1072780172.4
5.55	1072887708.2
5.55	1072994997.3
5.55	1073102000.1
5.55	1072491170.3
5.55	1072598354.6
5.56	1072705635.1
5.56	1072813057.5
5.56	1072920305.9
5.56	1072308826.2
5.56	1072415986.0
5.56	1071804397.2
5.56	1071911666.0
5.56	1072018675.4
5.56	1072126162.2
5.56	1072233224.9
5.56	1072340383.7
5.56	1071728501.1
5.56	1071835643.8
5.56	1071223329.5
5.56	1071330561.5
5.56	1071437704.8
5.56	1071544674.3
5.56	1071651812.5
5.56	1071759269.8
5.56	1071146484.6
5.56	1071253445.7
5.56	1070640794.7
5.56	1070747602.0
5.56	1070854906.1
5.56	1070961766.6
5.56	1071069065.4
5.56	1070455766.1
5.56	1070562884.3
5.56	1070669986.4
5.56	1070056276.1
5.56	1070163559.6
5.56	1070270419.5
5.56	1070377598.4
5.56	1069763655.0
5.56	1069870588.0
5.56	1069977505.0
5.57	1069363715.9
5.57	1069470656.6
5.57	1069577581.4
5.57	1068963197.2
5.57	1069070125.9
5.57	1069176966.3
5.57	1069283902.6
5.57	1069390980.5
5.57	1068776021.7
5.57	1068883103.6
5.57	1068268141.6
5.57	1068374793.4
5.57	1068481633.4
5.57	1068588634.7
5.57	1068695442.7
5.57	1068080241.3
5.57	1068186981.0
5.57	1068293724.5
5.57	1067678250.9
5.57	1067785175.7
5.57	1067891815.2
5.57	1067998530.7
5.57	1068105407.5
5.57	1067489557.3
5.57	1067596280.8
5.57	1066980158.3
5.57	1067086878.9
5.57	1067193426.1
5.57	1067300318.7
5.57	1066683944.4
5.57	1066067120.5
5.57	1066173853.3
5.57	1066280497.7
5.57	1066387218.2
5.57	1066493673.4
5.57	1066600539.0
5.58	1066707303.6
5.58	1066089960.2
5.58	1066196833.8
5.58	1065579198.7
5.58	1065685650.2
5.58	1065792347.7
5.58	1065899193.5
5.58	1066005793.9
5.58	1065387855.7
5.58	1065494637.4
5.58	1064876768.9
5.58	1064983056.3
5.58	1065089734.2
5.58	1065196146.9
5.58	1065302812.5
5.58	1065409056.0
5.58	1064790989.8
5.58	1064172455.1
5.58	1064278808.1
5.58	1064385394.2
5.58	1064491715.2
5.58	1064598381.1
5.58	1064704762.2
5.58	1064086050.1
5.58	1064192271.4
5.58	1063572999.4
5.58	1063679605.7
5.58	1063785815.4
5.58	1063892297.8
5.58	1063998764.2
5.58	1063379210.1
5.58	1063485680.8
5.58	1062865763.8
5.58	1062972258.8
5.58	1062352391.9
5.58	1061732489.8
5.59	1062565118.7
5.59	1062671173.3
5.59	1062777368.9
5.59	1062157312.2
5.59	1062263355.3
5.59	1062369827.8
5.59	1062476107.7
5.59	1062582122.9
5.59	1061961489.1
5.59	1062067797.1
5.59	1061446873.0
5.59	1061553093.7
5.59	1061659455.2
5.59	1061765460.2
5.59	1061871744.7
5.59	1061250539.5
5.59	1061356644.8
5.59	1060735057.7
5.59	1060841435.9
5.59	1060947301.0
5.59	1061053555.6
5.59	1061159565.4
5.59	1060537946.1
5.59	1060643784.0
5.59	1060021894.6
5.59	1060128090.1
5.59	1060233752.9
5.59	1060339936.4
5.59	1060446195.7
5.59	1059823646.0
5.59	1059929569.7
5.59	1059307182.1
5.59	1059412854.9
5.59	1059519035.6
5.59	1059624768.4
5.60	1059730917.2
5.60	1059836729.9
5.60	1059213807.4
5.60	1059319624.7
5.60	1058696432.6
5.60	1058802587.6
5.60	1058908569.9
5.60	1059014288.2
5.60	1059120258.6
5.60	1058496518.8
5.60	1057872717.5
5.60	1057978373.3
5.60	1058084437.7
5.60	1058190238.1
5.60	1058296134.0
5.60	1057672033.5
5.60	1057777750.8
5.60	1057153316.4
5.60	1057259214.7
5.60	1057364920.9
5.60	1057470722.7
5.60	1056846053.4
5.60	1056951676.6
5.60	1057057395.4
5.60	1057163098.4
5.60	1056538266.2
5.60	1056643882.3
5.60	1056749502.4
5.60	1056855106.6
5.60	1056230046.9
5.60	1056335675.7
5.60	1055709987.9
5.60	1055815777.9
5.60	1055921140.7
5.60	1056027010.3
5.60	1056132524.6
5.61	1056238270.9
5.61	1055612234.1
5.61	1055717913.5
5.61	1055091679.9
5.61	1055197292.4
5.61	1055302980.6
5.61	1055408313.5
5.61	1055513722.3
5.61	1054887275.5
5.61	1054992773.6
5.61	1054365974.1
5.61	1054471385.7
5.61	1054576984.2
5.61	1054682319.1
5.61	1054787970.4
5.61	1054160782.1
5.61	1054266190.7
5.61	1053638982.0
5.61	1053744323.8
5.61	1053849721.5
5.61	1053954967.0
5.61	1054060620.2
5.61	1053432840.2
5.61	1053538250.7
5.61	1052910138.2
5.61	1053015729.7
5.61	1053121038.1
5.61	1053226258.9
5.61	1053331731.2
5.61	1052703322.1
5.61	1052808532.3
5.61	1052913922.1
5.61	1052285422.4
5.61	1052390817.4
5.61	1052495773.3
5.61	1052601156.3
5.62	1051972156.7
5.62	1052077544.9
5.62	1052182669.8
5.62	1051553515.1
5.62	1051658821.0
5.62	1051763955.0
5.62	1051134618.6
5.62	1051239666.4
5.62	1051344874.2
5.62	1051449910.2
5.62	1050820257.1
5.62	1050925207.0
5.62	1051030499.4
5.62	1051135346.1
5.62	1050505487.6
5.62	1050610606.5
5.62	1050715534.1
5.62	1050820888.3
5.62	1050190355.2
5.62	1050295376.2
5.62	1050400297.3
5.62	1049769941.1
5.62	1049874971.3
5.62	1049979718.9
5.62	1050084737.3
5.62	1049453798.3
5.62	1049558822.0
5.62	1049663829.9
5.62	1049032554.1
5.62	1049137476.0
5.62	1049242401.9
5.62	1049347312.1
5.62	1048715831.6
5.62	1048820564.6
5.62	1048925639.8
5.63	1048293556.1
5.63	1048398747.6
5.63	1048503402.6
5.63	1048608296.0
5.63	1048713277.4
5.63	1048081321.9
5.63	1048185795.2
5.63	1047553573.5
5.63	1047658318.8
5.63	1047762866.0
5.63	1047867866.1
5.63	1047972739.6
5.63	1047339619.5
5.63	1047444518.1
5.63	1046811625.8
5.63	1046916211.5
5.63	1047021099.8
5.63	1047125738.2
5.63	1047230348.3
5.63	1046596935.4
5.63	1046701654.8
5.63	1046068203.3
5.63	1046172837.0
5.63	1046277474.6
5.63	1046382012.6
5.63	1046486638.5
5.63	1045852711.5
5.63	1045957434.1
5.63	1045323332.9
5.63	1045427723.2
5.63	1045532253.5
5.63	1045636787.6
5.63	1045741306.1
5.63	1045845919.7
5.63	1045211273.6
5.63	1045315892.8
5.64	1044681338.8
5.64	1044785625.9
5.64	1044889981.3
5.64	1044994412.2
5.64	1045098918.6
5.64	1044463889.9
5.64	1044568421.5
5.64	1043932952.9
5.64	1044037216.9
5.64	1044141576.0
5.64	1044246165.8
5.64	1044350584.6
5.64	1043714816.9
5.64	1043819170.0
5.64	1043183144.6
5.64	1043287476.7
5.64	1043391748.4
5.64	1043496250.8
5.64	1043600491.3
5.64	1042964258.2
5.64	1043068770.3
5.64	1042431896.1
5.64	1042536076.7
5.64	1042640507.5
5.64	1042744585.5
5.64	1042848894.0
5.64	1042212014.1
5.64	1042316348.0
5.64	1042420400.6
5.64	1041783011.9
5.64	1041887264.7
5.64	1041991501.8
5.64	1041353934.7
5.64	1041458086.7
5.64	1041562424.6
5.65	1041666564.9
5.65	1041770689.6
5.65	1041132676.7
5.65	1041236736.0
5.65	1041340961.5
5.65	1040702945.0
5.65	1040807014.2
5.65	1040911158.6
5.65	1041015196.6
5.65	1040376868.2
5.65	1040480666.1
5.65	1040584623.1
5.65	1039946123.8
5.65	1040050106.2
5.65	1040154073.1
5.65	1040257933.5
5.65	1039619031.9
5.65	1039723008.7
5.65	1039827034.1
5.65	1039187489.5
5.65	1039291449.7
5.65	1039395401.3
5.65	1039499349.8
5.65	1038859649.1
5.65	1038963694.5
5.65	1039067458.9
5.65	1038427600.2
5.65	1038531454.3
5.65	1038635248.4
5.65	1038739098.0
5.65	1038098837.7
5.65	1038202705.9
5.65	1038306474.9
5.65	1037665862.7
5.65	1037769741.0
5.65	1037873512.9
5.66	1037977450.8
5.66	1037336373.3
5.66	1037440135.8
5.66	1037543838.2
5.66	1036902583.6
5.66	1037006265.5
5.66	1037110216.5
5.66	1037213893.9
5.66	1036572419.9
5.66	1036676270.7
5.66	1036779860.5
5.66	1036883260.3
5.66	1036241496.0
5.66	1036345167.1
5.66	1036448906.2
5.66	1035806726.7
5.66	1035910400.9
5.66	1036013976.0
5.66	1036117645.8
5.66	1035475304.3
5.66	1035578708.2
5.66	1035682388.2
5.66	1035039541.2
5.66	1035142955.5
5.66	1035246709.8
5.66	1035350021.9
5.66	1034707201.6
5.66	1034810630.2
5.66	1034167638.4
5.66	1034270963.1
5.66	1034374311.3
5.66	1034477779.2
5.66	1034581341.6
5.66	1033937545.6
5.66	1034040869.1
5.67	1033397147.0
5.67	1033500580.0
5.67	1033603977.9
5.67	1033707205.8
5.67	1033810501.6
5.67	1033166247.5
5.67	1033269905.0
5.67	1033373037.2
5.67	1032728607.3
5.67	1032831829.4
5.67	1032935146.1
5.67	1033038628.4
5.67	1032393799.6
5.67	1032496862.1
5.67	1032600063.7
5.67	1031955085.9
5.67	1032058222.9
5.67	1032161518.5
5.67	1031516036.7
5.67	1031619448.8
5.67	1031722490.3
5.67	1031825626.4
5.67	1031179991.3
5.67	1031283307.9
5.67	1031386099.6
5.67	1030740399.2
5.67	1030843351.9
5.67	1030946573.0
5.67	1030300459.7
5.67	1030403351.9
5.67	1030506228.8
5.67	1029859786.0
5.67	1029962843.3
5.67	1030065821.2
5.67	1030168938.1
5.68	1029522007.2
5.68	1029625150.2
5.68	1029727942.4
5.68	1029831073.9
5.68	1029183899.9
5.68	1029286793.3
5.68	1028639294.7
5.68	1028742432.5
5.68	1028845136.2
5.68	1028948179.1
5.68	1029051045.3
5.68	1028403171.7
5.68	1028506134.9
5.68	1027858155.3
5.68	1027960790.1
5.68	1028063563.8
5.68	1027415436.4
5.68	1027517991.6
5.68	1027621040.3
5.68	1027723738.4
5.68	1027074950.2
5.68	1027177828.9
5.68	1026529225.5
5.68	1026631775.9
5.68	1026734317.9
5.68	1026837192.0
5.68	1026188011.5
5.68	1026290537.9
5.68	1026393178.2
5.68	1025744004.6
5.68	1025846542.0
5.68	1025949173.7
5.68	1025299408.1
5.68	1025402039.8
5.68	1025504682.4
5.68	1025607038.7
5.69	1024956967.7
5.69	1025059704.6
5.69	1024409618.5
5.69	1024512008.0
5.69	1024614291.9
5.69	1023963968.6
5.69	1024066278.9
5.69	1024168573.8
5.69	1023518013.3
5.69	1023620244.3
5.69	1022969160.5
5.69	1023071816.7
5.69	1023173968.5
5.69	1022522802.1
5.69	1022625044.3
5.69	1022727278.0
5.69	1022075874.8
5.69	1022177864.2
5.69	1022280082.7
5.69	1021628706.7
5.69	1021730861.4
5.69	1021832827.3
5.69	1021180950.8
5.69	1021283026.5
5.69	1020630781.5
5.69	1020732883.7
5.69	1020835041.4
5.69	1020182469.9
5.69	1020284583.2
5.69	1019631823.8
5.69	1019733764.0
5.69	1019835779.0
5.69	1019183047.2
5.69	1019284889.0
5.69	1018631634.9
5.70	1018733503.3
5.70	1018080080.8
5.70	1018182039.9
5.70	1018283739.3
5.70	1017630061.6
5.70	1017731768.3
5.70	1017078005.8
5.70	1017179629.6
5.70	1016525769.8
5.70	1016627349.5
5.70	1015972948.4
5.70	1016074618.9
5.70	1015420139.9
5.70	1015521817.8
5.70	1015623409.6
5.70	1014968515.0
5.70	1015069940.5
5.70	1014415122.4
5.70	1014516304.4
5.70	1013861318.4
5.70	1013962771.6
5.70	1013307418.5
5.70	1013408634.7
5.70	1012753203.8
5.70	1012097473.4
5.70	1012198713.4
5.70	1011542706.1
5.70	1011643972.7
5.70	1010987643.3
5.70	1011088827.5
5.70	1010432485.1
5.70	1010533496.8
5.70	1009876987.0
5.70	1009220338.6
5.70	1009321239.1
5.71	1008664404.1
5.71	1008765241.4
5.71	1008107969.2
5.71	1007450866.7
5.71	1007551973.3
5.71	1006894349.8
5.71	1006236581.9
5.71	1006337384.4
5.71	1005679539.4
5.71	1005780188.8
5.71	1005122002.7
5.71	1004464045.6
5.71	1004564390.9
5.71	1003906157.8
5.71	1003247541.6
5.71	1003347756.8
5.71	1002689327.8
5.71	1002030335.8
5.71	1002130685.3
5.71	1001471417.5
5.71	1000812314.2
5.71	1000912359.4
5.71	1000252980.4
5.71	1000352853.9
5.71	1000453066.4
5.71	1000553174.1
5.71	1000653021.6
5.71	1001513013.0
5.71	1001613326.2
5.71	1001713534.5
5.71	1001813483.0
5.71	1001913770.2
5.71	1002013952.5
5.71	1002874524.3
5.71	1002974992.0
5.72	1003075116.1
5.72	1003175488.8
5.72	1003275865.6
5.72	1003376208.2
5.72	1003476465.0
5.72	1003576796.7
5.72	1003677203.0
5.72	1004538573.8
5.72	1004639020.9
5.72	1004739453.0
5.72	1004840133.3
5.72	1004940291.2
5.72	1005041031.0
5.72	1005141441.2
5.72	1005241996.7
5.72	1005342620.6
5.72	1005442921.2
5.72	1005543515.0
5.72	1005644221.8
5.72	1005744984.0
5.72	1005845224.4
5.72	1005945975.6
5.72	1006046378.3
5.72	1006147189.0
5.72	1006247651.3
5.72	1006348451.0
5.72	1006449056.1
5.72	1006549671.8
5.72	1006650355.6
5.72	1006750941.1
5.72	1006851614.0
5.72	1006952259.0
5.72	1007052991.3
5.72	1007153971.1
5.72	1007254519.6
5.73	1007355296.3
5.73	1007455814.6
5.73	1007556842.7
5.73	1006894072.1
5.73	1006994845.7
5.73	1007095533.8
5.73	1007196315.7
5.73	1007296973.6
5.73	1007397462.9
5.73	1007498461.7
5.73	1007598921.0
5.73	1007699979.1
5.73	1007800689.6
5.73	1007901564.1
5.73	1008002416.9
5.73	1008103108.0
5.73	1008204020.0
5.73	1007540407.3
5.73	1007640931.4
5.73	1007741855.6
5.73	1007842521.9
5.73	1007943173.2
5.73	1008044250.3
5.73	1008144980.2
5.73	1008245847.9
5.73	1007581684.0
5.73	1007682406.7
5.73	1007783133.6
5.73	1007118738.5
5.73	1007219383.9
5.73	1007319924.6
5.73	1007420910.4
5.73	1007521529.8
5.73	1006856482.9
5.73	1006957129.6
5.74	1007058086.4
5.74	1007158702.9
5.74	1007259565.9
5.74	1007360171.5
5.74	1007461004.4
5.74	1007561662.4
5.74	1006896009.0
5.74	1006996675.2
5.74	1007097524.4
5.74	1007198269.1
5.74	1007298737.2
5.74	1007399713.1
5.74	1006733821.7
5.74	1006834365.3
5.74	1006168220.2
5.74	1006268791.3
5.74	1006369284.0
5.74	1006470175.8
5.74	1006570720.8
5.74	1006671359.5
5.74	1006772225.1
5.74	1006872833.6
5.74	1006205795.9
5.74	1006306584.5
5.74	1006407205.3
5.74	1006507791.8
5.74	1005840540.4
5.74	1005941065.0
5.74	1006041765.5
5.74	1006142610.5
5.74	1005474973.7
5.74	1005575406.2
5.74	1005676193.5
5.74	1005776615.1
5.74	1005877282.8
5.75	1005977763.7
5.75	1005309699.0
5.75	1005410550.8
5.75	1004742214.0
5.75	1004842723.7
5.75	1004943155.2
5.75	1005043571.7
5.75	1005144055.4
5.75	1005244722.0
5.75	1005345112.6
5.75	1004676536.4
5.75	1004776865.2
5.75	1004877420.6
5.75	1004208462.8
5.75	1004308695.6
5.75	1004409174.2
5.75	1004509567.8
5.75	1004610105.5
5.75	1004710558.2
5.75	1004041192.9
5.75	1004141475.5
5.75	1004241940.7
5.75	1003572059.4
5.75	1003672354.5
5.75	1003772832.4
5.75	1003873205.9
5.75	1003973716.5
5.75	1004074168.4
5.75	1003403861.0
5.75	1003504314.2
5.75	1002833844.0
5.75	1002934045.1
5.75	1003034250.4
5.75	1003134529.8
5.76	1003234965.6
5.76	1003335304.2
5.76	1002664249.2
5.76	1002764519.2
5.76	1002864781.3
5.76	1002193739.2
5.76	1002294002.7
5.76	1002394099.1
5.76	1002494289.0
5.76	1002594615.7
5.76	1002694686.4
5.76	1002023040.8
5.76	1002123729.8
5.76	1001451591.6
5.76	1001551590.2
5.76	1001651853.3
5.76	1001752012.3
5.76	1001852004.3
5.76	1001952311.5
5.76	1001280009.0
5.76	1001380165.8
5.76	1001480237.6
5.76	1000807599.1
5.76	1000907768.7
5.76	1001007574.0
5.76	1001107903.8
5.76	1001208117.3
5.76	1000534961.5
5.76	1000634872.9
5.76	1000734921.2
5.76	1000061537.8
5.76	1000161676.8
5.76	1000261668.1
5.76	1000361714.3
5.76	1000461846.6
5.77	1000561711.0
5.77	999887815.2
5.77	999988112.2
5.77	999313972.7
5.77	999413688.6
5.77	999513827.5
5.77	999613710.7
5.77	999713578.9
5.77	999813843.7
5.77	999139122.6
5.77	999239066.5
5.77	998564246.5
5.77	998663958.4
5.77	998764004.3
5.77	998864117.0
5.77	998963632.5
5.77	999063652.5
5.77	998388422.3
5.77	998488191.4
5.77	997813040.4
5.77	997912748.5
5.77	998012523.5
5.77	998112221.0
5.77	998212055.0
5.77	998311893.3
5.77	997635991.0
5.77	997735838.1
5.77	997059406.8
5.77	997159193.1
5.77	997258964.4
5.77	997358910.6
5.77	997458500.5
5.77	997558246.2
5.77	996881564.4
5.77	996981249.2
5.78	997081159.4
5.78	996404182.0
5.78	996503860.8
5.78	996603195.5
5.78	996703103.9
5.78	996025665.1
5.78	996125505.6
5.78	996225078.9
5.78	996324656.4
5.78	995647078.4
5.78	995746506.4
5.78	995846337.4
5.78	995168267.3
5.78	995267948.8
5.78	995367115.8
5.78	995467115.6
5.78	995566512.1
5.78	995666153.0
5.78	994987771.0
5.78	995087092.1
5.78	995186897.5
5.78	994508093.6
5.78	994607516.7
5.78	994707006.7
5.78	994806311.2
5.78	994906100.0
5.78	994226871.9
5.78	994326189.9
5.78	994425574.5
5.78	993746272.7
5.78	993845666.5
5.78	993945153.3
5.78	994044366.1
5.78	994143993.4
5.79	994243454.6
5.79	993563556.5
5.79	993663026.8
5.79	992982728.9
5.79	993081942.2
5.79	993181507.6
5.79	993280887.8
5.79	993380164.3
5.79	992699424.0
5.79	992798880.0
5.79	992898340.3
5.79	992217445.2
5.79	992316586.3
5.79	992415971.4
5.79	992515322.4
5.79	992614267.8
5.79	991933120.1
5.79	992032396.0
5.79	992131764.8
5.79	992230859.9
5.79	991549335.1
5.79	991648628.8
5.79	991747648.8
5.79	991847001.3
5.79	991164922.3
5.79	991263955.9
5.79	991363144.8
5.79	991462407.4
5.79	990780191.2
5.79	990879223.6
5.79	990978152.5
5.79	991077344.4
5.79	990394840.2
5.79	990493864.3
5.79	990593050.6
5.80	990692222.1
5.80	990791050.7
5.80	990108036.4
5.80	990206963.0
5.80	989523940.7
5.80	989622888.7
5.80	989721998.9
5.80	989820917.2
5.80	989919820.7
5.80	990018905.5
5.80	989335139.2
5.80	989433886.5
5.80	988750200.8
5.80	988848969.6
5.80	988947900.6
5.80	989046728.2
5.80	989145799.4
5.80	989244446.6
5.80	988560276.0
5.80	988659102.6
5.80	987974407.5
5.80	988073344.1
5.80	988172007.6
5.80	988270914.5
5.80	988369813.7
5.80	987684698.5
5.80	987783530.8
5.80	987882267.0
5.80	987981088.8
5.80	987295668.0
5.80	987394348.7
5.80	987493165.2
5.80	987591967.0
5.80	986906013.7
5.81	987004844.1
5.81	987103401.6
5.81	987202221.6
5.81	987301007.6
5.81	986614874.0
5.81	986713600.3
5.81	986027220.3
5.81	986125717.3
5.81	986224369.2
5.81	986323006.3
5.81	986421717.0
5.81	986520085.6
5.81	985833292.0
5.81	985932097.9
5.81	986030650.2
5.81	985343376.9
5.81	985442020.2
5.81	985540655.7
5.81	985638949.3
5.81	985737466.9
5.81	985050095.3
5.81	985148572.5
5.81	985247015.9
5.81	984559334.6
5.81	984657718.4
5.81	984756175.9
5.81	984854549.3
5.81	984953165.8
5.81	984264878.0
5.81	984363246.4
5.81	984461788.7
5.81	983773191.5
5.81	983871655.3
5.81	983970023.2
5.81	984068369.2
5.82	983379399.1
5.82	983477712.0
5.82	983576072.2
5.82	983674505.8
5.82	983772862.7
5.82	983083537.5
5.82	983181658.6
5.82	983280091.7
5.82	982590457.6
5.82	982688831.5
5.82	982786952.1
5.82	982885296.4
5.82	982983726.2
5.82	983081979.1
5.82	982391864.7
5.82	982490208.5
5.82	981799660.8
5.82	981897788.2
5.82	981996058.2
5.82	982094156.1
5.82	982192415.6
5.82	981501859.3
5.82	981599952.5
5.82	981698226.3
5.82	981007016.3
5.82	981105042.7
5.82	981203216.6
5.82	981301225.6
5.82	981399396.2
5.82	980708096.8
5.82	980806120.2
5.82	980904109.9
5.82	981002449.2
5.82	980310540.4
5.83	980408456.3
5.83	980506545.7
5.83	980604539.4
5.83	979912328.6
5.83	980010670.6
5.83	980108333.5
5.83	980206319.8
5.83	980304555.7
5.83	979611841.9
5.83	979709673.6
5.83	979016953.7
5.83	979114964.7
5.83	979212722.9
5.83	979310704.5
5.83	979408602.4
5.83	979506423.7
5.83	978813206.9
5.83	978911207.4
5.83	978217658.7
5.83	978315324.3
5.83	978413332.2
5.83	978510987.5
