# Wavelength(micron)  Throughput
0.36      0.000
0.37      0.030
0.38      0.134 
0.39      0.567 
0.40      0.920
0.41      0.978 
0.42      1.000
0.43      0.978 
0.44      0.935 
0.45      0.853 
0.46      0.740
0.47      0.640
0.48      0.536 
0.49      0.424 
0.50      0.325 
0.51      0.235 
0.52      0.150
0.53      0.095 
0.54      0.043 
0.55      0.009 
0.56      0.000
