#lambda lambda_nm X1.0 X1.1 X1.2 X1.3 X1.5 X1.7 X2.0 X2.5 X3.0
0.34473723 344.73723 0.580472 0.549743 0.520643 0.493093 0.442273 0.396707 0.337052 0.25703 0.196716
0.34508214 345.08214 0.582464 0.551819 0.522787 0.495291 0.444548 0.39902 0.33936 0.259225 0.198722
0.345427394 345.427394 0.584096 0.55352 0.524545 0.497094 0.446416 0.400921 0.34126 0.261035 0.200381
0.34577299499999997 345.772995 0.585527 0.555011 0.526088 0.498676 0.448056 0.40259 0.342931 0.262632 0.201847
0.34611894 346.11894 0.587099 0.55665 0.527783 0.500415 0.44986 0.404427 0.34477 0.26439 0.203462
0.34646523300000004 346.465233 0.588603 0.558219 0.529406 0.502081 0.451588 0.406189 0.346535 0.266079 0.205017
0.346811871 346.811871 0.589846 0.559516 0.530748 0.50346 0.453019 0.407648 0.348 0.267485 0.206313
0.347158856 347.158856 0.590806 0.560518 0.531785 0.504527 0.454127 0.408778 0.349136 0.268579 0.207326
0.347506189 347.506189 0.591554 0.561299 0.532592 0.505359 0.454992 0.40966 0.350026 0.269438 0.208124
0.347853869 347.853869 0.593097 0.562909 0.534259 0.507071 0.456771 0.411476 0.351849 0.27119 0.209742
0.348201897 348.201897 0.594632 0.564512 0.535919 0.508777 0.458544 0.413286 0.353668 0.272939 0.211359
0.348550273 348.550273 0.595964 0.565904 0.537361 0.510259 0.460085 0.414861 0.355253 0.274467 0.212774
0.348898997 348.898997 0.597231 0.567227 0.538732 0.511669 0.461552 0.416361 0.356764 0.275925 0.214127
0.349248071 349.248071 0.598482 0.568534 0.540087 0.513062 0.463003 0.417844 0.358259 0.27737 0.215469
0.349597494 349.597494 0.599568 0.569669 0.541263 0.514274 0.464265 0.419135 0.359561 0.278631 0.216643
0.34994726600000003 349.947266 0.600754 0.570908 0.542547 0.515595 0.465642 0.420544 0.360984 0.280008 0.217925
0.350297388 350.297388 0.601938 0.572146 0.543831 0.516917 0.467019 0.421954 0.362408 0.281388 0.219212
0.350647861 350.647861 0.603131 0.573394 0.545125 0.518249 0.468409 0.423377 0.363845 0.282784 0.220513
0.350998684 350.998684 0.604297 0.574613 0.546389 0.519552 0.469767 0.424768 0.365253 0.28415 0.221789
0.35134985799999996 351.349858 0.605085 0.575438 0.547245 0.520435 0.470688 0.425713 0.366211 0.285085 0.222667
0.351701384 351.701384 0.605792 0.576177 0.548011 0.521227 0.471515 0.42656 0.367072 0.285927 0.223458
0.352053261 352.053261 0.607238 0.577691 0.549582 0.522844 0.473204 0.428292 0.368823 0.287629 0.225048
0.35240549099999996 352.405491 0.608603 0.579119 0.551065 0.524372 0.474799 0.429928 0.37048 0.289242 0.226557
0.35275807200000003 352.758072 0.609882 0.580458 0.552455 0.525803 0.476295 0.431464 0.372036 0.29076 0.22798
0.353111007 353.111007 0.611148 0.581783 0.553831 0.527222 0.477779 0.432987 0.37358 0.292267 0.229394
0.353464295 353.464295 0.612358 0.583051 0.555148 0.52858 0.479198 0.434445 0.37506 0.293714 0.230752
0.353817936 353.817936 0.613502 0.584249 0.556392 0.529863 0.480541 0.435826 0.376462 0.295085 0.232043
0.354171931 354.171931 0.614646 0.585447 0.557637 0.531148 0.481886 0.437208 0.377866 0.296461 0.233338
0.35452627999999997 354.52628 0.615738 0.586592 0.558827 0.532375 0.483171 0.43853 0.379211 0.29778 0.234581
0.35488098300000004 354.880983 0.616842 0.587748 0.560029 0.533616 0.48447 0.439866 0.380571 0.299115 0.23584
0.355236042 355.236042 0.617894 0.588851 0.561175 0.534799 0.48571 0.441142 0.38187 0.300392 0.237046
0.355591455 355.591455 0.61898 0.58999 0.562359 0.536022 0.486992 0.442462 0.383214 0.301713 0.238294
0.355947225 355.947225 0.620045 0.591106 0.56352 0.537222 0.488249 0.443757 0.384534 0.303012 0.239523
0.35630335 356.30335 0.621115 0.592228 0.564687 0.538427 0.489513 0.445059 0.385862 0.304319 0.240761
0.356659832 356.659832 0.622063 0.593223 0.565722 0.539496 0.490635 0.446215 0.387041 0.305483 0.241864
0.35701667 357.01667 0.623013 0.59422 0.566759 0.540568 0.49176 0.447375 0.388226 0.306652 0.242973
0.357373865 357.373865 0.624044 0.595302 0.567884 0.541731 0.492981 0.448633 0.389511 0.307921 0.244176
0.357731418 357.731418 0.625041 0.596348 0.568973 0.542856 0.494163 0.449853 0.390756 0.309151 0.245345
0.35808932800000004 358.089328 0.62603 0.597386 0.570054 0.543973 0.495336 0.451063 0.391994 0.310374 0.246507
0.358447596 358.447596 0.627006 0.59841 0.57112 0.545076 0.496495 0.452259 0.393216 0.311584 0.247657
0.358806223 358.806223 0.627961 0.599413 0.572164 0.546155 0.497629 0.45343 0.394414 0.312771 0.248787
0.359165209 359.165209 0.628881 0.600379 0.57317 0.547195 0.498723 0.45456 0.395571 0.313918 0.24988
0.359524554 359.524554 0.629782 0.601325 0.574156 0.548215 0.499796 0.455668 0.396706 0.315044 0.250954
0.359884258 359.884258 0.630764 0.602357 0.575231 0.549328 0.500966 0.456878 0.397945 0.316274 0.252128
0.360244322 360.244322 0.631808 0.603453 0.576373 0.550509 0.502209 0.458163 0.399262 0.317582 0.253376
0.36060474699999995 360.604747 0.632879 0.604578 0.577545 0.551722 0.503487 0.459484 0.400617 0.318929 0.254662
0.360965532 360.965532 0.634023 0.605781 0.578799 0.553019 0.504853 0.460897 0.402066 0.320371 0.256041
0.361326678 361.326678 0.635267 0.607089 0.580162 0.554431 0.50634 0.462435 0.403645 0.321943 0.257545
0.36168818599999997 361.688186 0.636602 0.608492 0.581625 0.555945 0.507936 0.464088 0.405342 0.323634 0.259165
0.362050055 362.050055 0.637968 0.609929 0.583123 0.557497 0.509572 0.465782 0.407083 0.325371 0.26083
0.362412286 362.412286 0.639332 0.611363 0.58462 0.559046 0.511206 0.467476 0.408824 0.32711 0.262498
0.362774879 362.774879 0.640651 0.612751 0.586067 0.560546 0.512789 0.469116 0.410511 0.328797 0.264119
0.363137836 363.137836 0.64192 0.614086 0.58746 0.561989 0.514313 0.470696 0.412138 0.330425 0.265685
0.36350115499999996 363.501155 0.643141 0.615371 0.588801 0.563379 0.515781 0.472219 0.413706 0.331996 0.267197
0.363864838 363.864838 0.644326 0.616619 0.590104 0.564729 0.517207 0.473699 0.415232 0.333526 0.268672
0.364228885 364.228885 0.645447 0.617799 0.591336 0.566007 0.518557 0.475101 0.416678 0.334978 0.270072
0.364593296 364.593296 0.646541 0.61895 0.592539 0.567254 0.519876 0.47647 0.418091 0.336398 0.271443
0.364958072 364.958072 0.647653 0.620121 0.593762 0.568522 0.521218 0.477864 0.41953 0.337845 0.272841
0.365323212 365.323212 0.648774 0.621303 0.594996 0.569802 0.522572 0.479271 0.420983 0.339307 0.274254
0.36568871799999997 365.688718 0.649886 0.622474 0.596219 0.571071 0.523915 0.480668 0.422426 0.34076 0.27566
0.36605459 366.05459 0.650958 0.623604 0.5974 0.572297 0.525212 0.482017 0.423821 0.342166 0.277023
0.36642082699999995 366.420827 0.652007 0.624709 0.598555 0.573495 0.526482 0.483337 0.425187 0.343545 0.278359
0.366787432 366.787432 0.653063 0.625822 0.599718 0.574703 0.527761 0.484669 0.426565 0.344936 0.279709
0.367154402 367.154402 0.654117 0.626933 0.60088 0.575909 0.529039 0.485999 0.427943 0.346329 0.281061
0.36752174000000004 367.52174 0.655153 0.628025 0.602023 0.577096 0.530297 0.487309 0.4293 0.347701 0.282394
0.367889446 367.889446 0.656187 0.629115 0.603162 0.578279 0.531552 0.488616 0.430655 0.349073 0.283729
0.368257519 368.257519 0.657217 0.630203 0.6043 0.579461 0.532805 0.489922 0.432009 0.350444 0.285063
0.368625961 368.625961 0.658245 0.631287 0.605434 0.580639 0.534056 0.491225 0.433361 0.351815 0.286398
0.368994772 368.994772 0.659271 0.632368 0.606566 0.581815 0.535304 0.492526 0.434712 0.353186 0.287734
0.36936395099999997 369.363951 0.660293 0.633447 0.607695 0.582988 0.53655 0.493825 0.436061 0.354555 0.289071
0.3697335 369.7335 0.661313 0.634523 0.608821 0.584159 0.537793 0.495122 0.437408 0.355925 0.290407
0.37010341799999996 370.103418 0.662329 0.635597 0.609944 0.585327 0.539034 0.496417 0.438754 0.357293 0.291744
